symbol,baseSymbol,expirationDate,strikePrice,moneyness,bidPrice,midpoint,askPrice,lastPrice,priceChange,percentChange,volume,openInterest,openInterestChange,delta,volatility,optionType,daysToExpiration,tradeTime,averageVolatility,historicVolatility30d,baseNextEarningsDate,dividendExDate,symbolType,time
$VIX|20240821|140.00C,$VIX,08/21/24,140.00,-831.47%,0.00,0.00,0.00,0.13,unch,unch,0,0,unch,0.00000,0.00%,Call,116,01/02/24,60.07%,89.79%,N/A,N/A,Call,2024-04-26 18:55:59 EDT-0400
$VIX|20240821|150.00C,$VIX,08/21/24,150.00,-898.00%,0.00,0.00,0.00,0.04,+0.04,unch,1,15,unch,0.00000,0.00%,Call,116,04/26/24,60.07%,89.79%,N/A,N/A,Call,2024-04-26 18:55:59 EDT-0400
$VIX|20240821|160.00C,$VIX,08/21/24,160.00,-964.54%,0.00,0.00,0.00,0.10,unch,unch,0,8,unch,0.00000,0.00%,Call,116,01/17/24,60.07%,89.79%,N/A,N/A,Call,2024-04-26 18:55:59 EDT-0400
$VIX|20240821|170.00C,$VIX,08/21/24,170.00,"-1,031.07%",0.00,0.00,0.00,0.06,unch,unch,0,12,unch,0.00000,0.00%,Call,116,02/22/24,60.07%,89.79%,N/A,N/A,Call,2024-04-26 18:55:59 EDT-0400
$VIX|20240821|180.00C,$VIX,08/21/24,180.00,"-1,097.60%",0.00,0.00,0.00,0.05,unch,unch,0,54,unch,0.00000,0.00%,Call,116,04/01/24,60.07%,89.79%,N/A,N/A,Call,2024-04-26 18:55:59 EDT-0400
$VIX|20240918|10.00P,$VIX,09/18/24,10.00,-33.47%,0.00,0.01,0.02,0.02,unch,unch,0,57,unch,0.00000,0.00%,Put,144,04/11/24,68.04%,89.79%,N/A,N/A,Put,2024-04-26 18:55:59 EDT-0400
$VIX|20240918|10.50P,$VIX,09/18/24,10.50,-30.14%,0.00,0.04,0.07,0.02,unch,unch,0,12,unch,0.00000,0.00%,Put,144,04/19/24,68.04%,89.79%,N/A,N/A,Put,2024-04-26 18:55:59 EDT-0400
$VIX|20240918|11.00P,$VIX,09/18/24,11.00,-26.81%,0.00,0.04,0.07,0.02,unch,unch,0,"1,035",unch,0.00000,0.00%,Put,144,04/16/24,68.04%,89.79%,N/A,N/A,Put,2024-04-26 18:55:59 EDT-0400
$VIX|20240918|11.50P,$VIX,09/18/24,11.50,-23.49%,0.01,0.03,0.05,0.04,unch,unch,0,254,unch,-0.03044,25.49%,Put,144,04/18/24,68.04%,89.79%,N/A,N/A,Put,2024-04-26 18:55:59 EDT-0400
$VIX|20240918|12.00P,$VIX,09/18/24,12.00,-20.16%,0.04,0.07,0.09,0.08,unch,unch,1,"1,638",unch,-0.05803,26.13%,Put,144,04/25/24,68.04%,89.79%,N/A,N/A,Put,2024-04-26 18:55:59 EDT-0400
$VIX|20240918|12.50P,$VIX,09/18/24,12.50,-16.83%,0.10,0.13,0.15,0.11,unch,unch,0,335,unch,-0.09827,26.79%,Put,144,04/19/24,68.04%,89.79%,N/A,N/A,Put,2024-04-26 18:55:59 EDT-0400
$VIX|20240918|13.00P,$VIX,09/18/24,13.00,-13.51%,0.18,0.22,0.25,0.23,unch,unch,0,"12,358",unch,-0.15008,27.36%,Put,144,04/23/24,68.04%,89.79%,N/A,N/A,Put,2024-04-26 18:55:59 EDT-0400
$VIX|20240918|13.50P,$VIX,09/18/24,13.50,-10.18%,0.31,0.35,0.38,0.34,unch,unch,"3,000","19,608","+2,950",-0.21270,28.06%,Put,144,04/25/24,68.04%,89.79%,N/A,N/A,Put,2024-04-26 18:55:59 EDT-0400
$VIX|20240918|14.00P,$VIX,09/18/24,14.00,-6.85%,0.48,0.51,0.54,0.53,unch,unch,0,"54,621",unch,-0.28161,28.56%,Put,144,04/24/24,68.04%,89.79%,N/A,N/A,Put,2024-04-26 18:55:59 EDT-0400
$VIX|20240918|14.50P,$VIX,09/18/24,14.50,-3.53%,0.68,0.72,0.75,0.73,unch,unch,1,"8,148",unch,-0.35649,29.47%,Put,144,04/26/24,68.04%,89.79%,N/A,N/A,Put,2024-04-26 18:55:59 EDT-0400
$VIX|20240918|15.00P,$VIX,09/18/24,15.00,-0.20%,0.92,0.96,0.99,1.00,+0.12,+13.64%,7,"18,984",+300,-0.42993,29.37%,Put,144,04/26/24,68.04%,89.79%,N/A,N/A,Put,2024-04-26 18:55:59 EDT-0400
$VIX|20240918|16.00P,$VIX,09/18/24,16.00,+6.45%,1.48,1.52,1.55,1.49,unch,unch,10,"30,207",unch,-0.58163,29.14%,Put,144,04/25/24,68.04%,89.79%,N/A,N/A,Put,2024-04-26 18:55:59 EDT-0400
$VIX|20240918|17.00P,$VIX,09/18/24,17.00,+13.11%,2.13,2.17,2.20,2.12,unch,unch,"8,250","14,635","+6,624",-0.75072,27.14%,Put,144,04/25/24,68.04%,89.79%,N/A,N/A,Put,2024-04-26 18:55:59 EDT-0400
$VIX|20240918|18.00P,$VIX,09/18/24,18.00,+19.76%,2.83,2.87,2.91,2.88,+0.14,+5.11%,12,"21,135",unch,0.00000,0.00%,Put,144,04/26/24,68.04%,89.79%,N/A,N/A,Put,2024-04-26 18:55:59 EDT-0400
$VIX|20240918|19.00P,$VIX,09/18/24,19.00,+26.41%,3.55,3.63,3.70,3.70,unch,unch,7,"10,929",unch,0.00000,0.00%,Put,144,04/26/24,68.04%,89.79%,N/A,N/A,Put,2024-04-26 18:55:59 EDT-0400
$VIX|20240918|20.00P,$VIX,09/18/24,20.00,+33.07%,4.35,4.40,4.45,4.35,unch,unch,8,"25,334",-2,0.00000,0.00%,Put,144,04/25/24,68.04%,89.79%,N/A,N/A,Put,2024-04-26 18:55:59 EDT-0400
$VIX|20240918|21.00P,$VIX,09/18/24,21.00,+39.72%,5.15,5.30,5.45,5.30,+5.30,unch,164,396,unch,0.00000,0.00%,Put,144,04/26/24,68.04%,89.79%,N/A,N/A,Put,2024-04-26 18:55:59 EDT-0400
$VIX|20240918|22.00P,$VIX,09/18/24,22.00,+46.37%,6.00,6.08,6.15,6.15,unch,unch,2,272,unch,0.00000,0.00%,Put,144,04/26/24,68.04%,89.79%,N/A,N/A,Put,2024-04-26 18:55:59 EDT-0400
$VIX|20240918|23.00P,$VIX,09/18/24,23.00,+53.03%,6.85,7.00,7.15,6.90,unch,unch,0,169,unch,0.00000,0.00%,Put,144,04/23/24,68.04%,89.79%,N/A,N/A,Put,2024-04-26 18:55:59 EDT-0400
$VIX|20240918|24.00P,$VIX,09/18/24,24.00,+59.68%,7.55,7.70,7.85,7.75,unch,unch,1,91,+1,0.00000,0.00%,Put,144,04/25/24,68.04%,89.79%,N/A,N/A,Put,2024-04-26 18:55:59 EDT-0400
$VIX|20240918|25.00P,$VIX,09/18/24,25.00,+66.33%,8.60,8.77,8.95,8.65,unch,unch,0,166,unch,0.00000,0.00%,Put,144,04/24/24,68.04%,89.79%,N/A,N/A,Put,2024-04-26 18:55:59 EDT-0400
$VIX|20240918|26.00P,$VIX,09/18/24,26.00,+72.99%,9.50,9.68,9.85,8.75,unch,unch,0,55,unch,0.00000,0.00%,Put,144,04/12/24,68.04%,89.79%,N/A,N/A,Put,2024-04-26 18:55:59 EDT-0400
$VIX|20240918|27.00P,$VIX,09/18/24,27.00,+79.64%,10.40,10.58,10.75,9.90,unch,unch,0,3,unch,0.00000,0.00%,Put,144,04/04/24,68.04%,89.79%,N/A,N/A,Put,2024-04-26 18:55:59 EDT-0400
$VIX|20240918|28.00P,$VIX,09/18/24,28.00,+86.29%,11.30,11.38,11.45,10.58,unch,unch,0,27,unch,0.00000,0.00%,Put,144,04/19/24,68.04%,89.79%,N/A,N/A,Put,2024-04-26 18:55:59 EDT-0400
$VIX|20240918|29.00P,$VIX,09/18/24,29.00,+92.95%,12.05,12.20,12.35,11.24,unch,unch,0,3,unch,0.00000,0.00%,Put,144,04/15/24,68.04%,89.79%,N/A,N/A,Put,2024-04-26 18:55:59 EDT-0400
$VIX|20240918|30.00P,$VIX,09/18/24,30.00,+99.60%,13.15,13.33,13.50,12.45,unch,unch,0,110,unch,0.00000,0.00%,Put,144,04/18/24,68.04%,89.79%,N/A,N/A,Put,2024-04-26 18:55:59 EDT-0400
$VIX|20240918|31.00P,$VIX,09/18/24,31.00,+106.25%,13.90,14.05,14.20,0.00,unch,unch,0,0,unch,0.00000,0.00%,Put,144,N/A,68.04%,89.79%,N/A,N/A,Put,2024-04-26 18:55:59 EDT-0400
$VIX|20240918|32.00P,$VIX,09/18/24,32.00,+112.91%,15.00,15.08,15.15,0.00,unch,unch,0,0,unch,0.00000,0.00%,Put,144,N/A,68.04%,89.79%,N/A,N/A,Put,2024-04-26 18:55:59 EDT-0400
$VIX|20240918|33.00P,$VIX,09/18/24,33.00,+119.56%,15.75,16.03,16.30,0.00,unch,unch,0,0,unch,0.00000,0.00%,Put,144,N/A,68.04%,89.79%,N/A,N/A,Put,2024-04-26 18:55:59 EDT-0400
$VIX|20240918|34.00P,$VIX,09/18/24,34.00,+126.21%,16.85,16.95,17.05,15.99,unch,unch,0,1,unch,0.00000,0.00%,Put,144,04/19/24,68.04%,89.79%,N/A,N/A,Put,2024-04-26 18:55:59 EDT-0400
$VIX|20240918|35.00P,$VIX,09/18/24,35.00,+132.87%,17.60,17.88,18.15,17.30,unch,unch,0,10,unch,0.00000,0.00%,Put,144,02/13/24,68.04%,89.79%,N/A,N/A,Put,2024-04-26 18:55:59 EDT-0400
$VIX|20240918|36.00P,$VIX,09/18/24,36.00,+139.52%,18.55,18.83,19.10,0.00,unch,unch,0,0,unch,0.00000,0.00%,Put,144,N/A,68.04%,89.79%,N/A,N/A,Put,2024-04-26 18:55:59 EDT-0400
$VIX|20240918|37.00P,$VIX,09/18/24,37.00,+146.17%,19.50,19.78,20.05,0.00,unch,unch,0,0,unch,0.00000,0.00%,Put,144,N/A,68.04%,89.79%,N/A,N/A,Put,2024-04-26 18:55:59 EDT-0400
$VIX|20240918|38.00P,$VIX,09/18/24,38.00,+152.83%,20.45,20.73,21.00,19.67,unch,unch,0,31,unch,0.00000,0.00%,Put,144,04/17/24,68.04%,89.79%,N/A,N/A,Put,2024-04-26 18:55:59 EDT-0400
$VIX|20240918|39.00P,$VIX,09/18/24,39.00,+159.48%,21.40,21.67,21.95,20.61,unch,unch,0,6,unch,0.00000,0.00%,Put,144,04/17/24,68.04%,89.79%,N/A,N/A,Put,2024-04-26 18:55:59 EDT-0400
$VIX|20240918|40.00P,$VIX,09/18/24,40.00,+166.13%,22.35,22.63,22.90,22.70,+22.70,unch,4,32,unch,0.00000,0.00%,Put,144,04/26/24,68.04%,89.79%,N/A,N/A,Put,2024-04-26 18:55:59 EDT-0400
$VIX|20240918|42.50P,$VIX,09/18/24,42.50,+182.77%,24.70,25.00,25.30,0.00,unch,unch,0,0,unch,0.00000,0.00%,Put,144,N/A,68.04%,89.79%,N/A,N/A,Put,2024-04-26 18:55:59 EDT-0400
$VIX|20240918|45.00P,$VIX,09/18/24,45.00,+199.40%,27.10,27.40,27.70,26.65,unch,unch,0,2,unch,0.00000,0.00%,Put,144,01/17/24,68.04%,89.79%,N/A,N/A,Put,2024-04-26 18:55:59 EDT-0400
$VIX|20240918|47.50P,$VIX,09/18/24,47.50,+216.03%,29.50,29.80,30.10,29.65,unch,unch,0,3,unch,0.00000,0.00%,Put,144,04/24/24,68.04%,89.79%,N/A,N/A,Put,2024-04-26 18:55:59 EDT-0400
$VIX|20240918|50.00P,$VIX,09/18/24,50.00,+232.67%,31.90,32.20,32.50,31.35,unch,unch,0,5,unch,0.00000,0.00%,Put,144,03/14/24,68.04%,89.79%,N/A,N/A,Put,2024-04-26 18:55:59 EDT-0400
$VIX|20240918|55.00P,$VIX,09/18/24,55.00,+265.93%,36.75,37.03,37.30,0.00,unch,unch,0,0,unch,0.00000,0.00%,Put,144,N/A,68.04%,89.79%,N/A,N/A,Put,2024-04-26 18:55:59 EDT-0400
$VIX|20240918|60.00P,$VIX,09/18/24,60.00,+299.20%,0.00,0.00,0.00,0.00,unch,unch,0,0,unch,0.00000,0.00%,Put,144,N/A,68.04%,89.79%,N/A,N/A,Put,2024-04-26 18:55:59 EDT-0400
$VIX|20240918|65.00P,$VIX,09/18/24,65.00,+332.47%,0.00,0.00,0.00,46.75,unch,unch,1,2,unch,0.00000,0.00%,Put,144,04/26/24,68.04%,89.79%,N/A,N/A,Put,2024-04-26 18:55:59 EDT-0400
$VIX|20240918|70.00P,$VIX,09/18/24,70.00,+365.74%,0.00,0.00,0.00,50.98,unch,unch,0,1,unch,0.00000,0.00%,Put,144,04/01/24,68.04%,89.79%,N/A,N/A,Put,2024-04-26 18:55:59 EDT-0400
$VIX|20240918|75.00P,$VIX,09/18/24,75.00,+399.00%,0.00,0.00,0.00,0.00,unch,unch,0,0,unch,0.00000,0.00%,Put,144,N/A,68.04%,89.79%,N/A,N/A,Put,2024-04-26 18:55:59 EDT-0400
$VIX|20240918|80.00P,$VIX,09/18/24,80.00,+432.27%,0.00,0.00,0.00,0.00,unch,unch,0,0,unch,0.00000,0.00%,Put,144,N/A,68.04%,89.79%,N/A,N/A,Put,2024-04-26 18:55:59 EDT-0400
$VIX|20240918|85.00P,$VIX,09/18/24,85.00,+465.54%,0.00,0.00,0.00,65.43,unch,unch,0,1,unch,0.00000,0.00%,Put,144,03/26/24,68.04%,89.79%,N/A,N/A,Put,2024-04-26 18:55:59 EDT-0400
$VIX|20240918|90.00P,$VIX,09/18/24,90.00,+498.80%,0.00,0.00,0.00,0.00,unch,unch,0,0,unch,0.00000,0.00%,Put,144,N/A,68.04%,89.79%,N/A,N/A,Put,2024-04-26 18:55:59 EDT-0400
$VIX|20240918|95.00P,$VIX,09/18/24,95.00,+532.07%,0.00,0.00,0.00,75.00,unch,unch,0,1,unch,0.00000,0.00%,Put,144,04/09/24,68.04%,89.79%,N/A,N/A,Put,2024-04-26 18:55:59 EDT-0400
$VIX|20240918|100.00P,$VIX,09/18/24,100.00,+565.34%,0.00,0.00,0.00,79.40,unch,unch,0,2,unch,0.00000,0.00%,Put,144,04/16/24,68.04%,89.79%,N/A,N/A,Put,2024-04-26 18:55:59 EDT-0400
$VIX|20240918|110.00P,$VIX,09/18/24,110.00,+631.87%,0.00,0.00,0.00,0.00,unch,unch,0,0,unch,0.00000,0.00%,Put,144,N/A,68.04%,89.79%,N/A,N/A,Put,2024-04-26 18:55:59 EDT-0400
$VIX|20240918|120.00P,$VIX,09/18/24,120.00,+698.40%,0.00,0.00,0.00,99.34,unch,unch,0,1,unch,0.00000,0.00%,Put,144,04/09/24,68.04%,89.79%,N/A,N/A,Put,2024-04-26 18:55:59 EDT-0400
$VIX|20240918|130.00P,$VIX,09/18/24,130.00,+764.94%,0.00,0.00,0.00,0.00,unch,unch,0,0,unch,0.00000,0.00%,Put,144,N/A,68.04%,89.79%,N/A,N/A,Put,2024-04-26 18:55:59 EDT-0400
$VIX|20240918|140.00P,$VIX,09/18/24,140.00,+831.47%,0.00,0.00,0.00,0.00,unch,unch,0,0,unch,0.00000,0.00%,Put,144,N/A,68.04%,89.79%,N/A,N/A,Put,2024-04-26 18:55:59 EDT-0400
$VIX|20240918|150.00P,$VIX,09/18/24,150.00,+898.00%,0.00,0.00,0.00,128.10,unch,unch,0,3,unch,0.00000,0.00%,Put,144,03/08/24,68.04%,89.79%,N/A,N/A,Put,2024-04-26 18:55:59 EDT-0400
$VIX|20240918|160.00P,$VIX,09/18/24,160.00,+964.54%,0.00,0.00,0.00,0.00,unch,unch,0,0,unch,0.00000,0.00%,Put,144,N/A,68.04%,89.79%,N/A,N/A,Put,2024-04-26 18:55:59 EDT-0400
$VIX|20240918|170.00P,$VIX,09/18/24,170.00,"+1,031.07%",0.00,0.00,0.00,0.00,unch,unch,0,0,unch,0.00000,0.00%,Put,144,N/A,68.04%,89.79%,N/A,N/A,Put,2024-04-26 18:55:59 EDT-0400
$VIX|20240918|180.00P,$VIX,09/18/24,180.00,"+1,097.60%",0.00,0.00,0.00,157.90,unch,unch,0,108,unch,0.00000,0.00%,Put,144,04/18/24,68.04%,89.79%,N/A,N/A,Put,2024-04-26 18:55:59 EDT-0400
$VIX|20241218|10.00P,$VIX,12/18/24,10.00,-33.47%,0.00,0.00,0.00,0.10,unch,unch,0,21,unch,0.00000,0.00%,Put,235,04/11/24,59.68%,89.79%,N/A,N/A,Put,2024-04-26 18:55:59 EDT-0400
$VIX|20241218|10.50P,$VIX,12/18/24,10.50,-30.14%,0.00,0.00,0.00,0.00,unch,unch,0,0,unch,0.00000,0.00%,Put,235,N/A,59.68%,89.79%,N/A,N/A,Put,2024-04-26 18:55:59 EDT-0400
$VIX|20241218|11.00P,$VIX,12/18/24,11.00,-26.81%,0.00,0.00,0.00,0.00,unch,unch,0,0,unch,0.00000,0.00%,Put,235,N/A,59.68%,89.79%,N/A,N/A,Put,2024-04-26 18:55:59 EDT-0400
$VIX|20241218|11.50P,$VIX,12/18/24,11.50,-23.49%,0.00,0.00,0.00,0.00,unch,unch,0,0,unch,0.00000,0.00%,Put,235,N/A,59.68%,89.79%,N/A,N/A,Put,2024-04-26 18:55:59 EDT-0400
$VIX|20241218|12.00P,$VIX,12/18/24,12.00,-20.16%,0.00,0.00,0.00,0.35,unch,unch,0,10,unch,0.00000,0.00%,Put,235,04/19/24,59.68%,89.79%,N/A,N/A,Put,2024-04-26 18:55:59 EDT-0400
$VIX|20241218|12.50P,$VIX,12/18/24,12.50,-16.83%,0.00,0.00,0.00,0.33,unch,unch,0,81,unch,0.00000,0.00%,Put,235,04/22/24,59.68%,89.79%,N/A,N/A,Put,2024-04-26 18:55:59 EDT-0400
$VIX|20241218|13.00P,$VIX,12/18/24,13.00,-13.51%,0.00,0.00,0.00,0.35,unch,unch,0,5,unch,0.00000,0.00%,Put,235,04/05/24,59.68%,89.79%,N/A,N/A,Put,2024-04-26 18:55:59 EDT-0400
$VIX|20241218|13.50P,$VIX,12/18/24,13.50,-10.18%,0.00,0.00,0.00,0.60,unch,unch,0,93,unch,0.00000,0.00%,Put,235,04/22/24,59.68%,89.79%,N/A,N/A,Put,2024-04-26 18:55:59 EDT-0400
$VIX|20241218|14.00P,$VIX,12/18/24,14.00,-6.85%,0.00,0.00,0.00,0.79,unch,unch,100,101,unch,0.00000,0.00%,Put,235,04/26/24,59.68%,89.79%,N/A,N/A,Put,2024-04-26 18:55:59 EDT-0400
$VIX|20241218|14.50P,$VIX,12/18/24,14.50,-3.53%,0.51,0.98,1.45,0.89,unch,unch,0,16,unch,-0.35775,30.11%,Put,235,04/16/24,59.68%,89.79%,N/A,N/A,Put,2024-04-26 18:55:59 EDT-0400
$VIX|20241218|15.00P,$VIX,12/18/24,15.00,-0.20%,0.73,1.23,1.72,1.37,+0.17,+14.17%,6,24,+4,-0.41299,33.48%,Put,235,04/26/24,59.68%,89.79%,N/A,N/A,Put,2024-04-26 18:55:59 EDT-0400
$VIX|20241218|16.00P,$VIX,12/18/24,16.00,+6.45%,1.24,1.79,2.34,2.00,unch,unch,1,9,+1,-0.52993,30.58%,Put,235,04/25/24,59.68%,89.79%,N/A,N/A,Put,2024-04-26 18:55:59 EDT-0400
$VIX|20241218|17.00P,$VIX,12/18/24,17.00,+13.11%,1.82,2.44,3.05,2.46,unch,unch,4,"2,049",+4,-0.64303,30.18%,Put,235,04/25/24,59.68%,89.79%,N/A,N/A,Put,2024-04-26 18:55:59 EDT-0400
$VIX|20241218|18.00P,$VIX,12/18/24,18.00,+19.76%,2.46,3.13,3.80,2.96,unch,unch,5,"2,019",unch,-0.62520,44.77%,Put,235,04/26/24,59.68%,89.79%,N/A,N/A,Put,2024-04-26 18:55:59 EDT-0400
$VIX|20241218|19.00P,$VIX,12/18/24,19.00,+26.41%,3.10,3.83,4.55,3.80,unch,unch,14,56,-1,-0.68526,44.58%,Put,235,04/25/24,59.68%,89.79%,N/A,N/A,Put,2024-04-26 18:55:59 EDT-0400
$VIX|20241218|20.00P,$VIX,12/18/24,20.00,+33.07%,3.85,4.60,5.35,4.76,+0.26,+5.78%,5,47,unch,-0.75419,44.32%,Put,235,04/26/24,59.68%,89.79%,N/A,N/A,Put,2024-04-26 18:55:59 EDT-0400
$VIX|20241218|21.00P,$VIX,12/18/24,21.00,+39.72%,4.60,5.38,6.15,4.95,unch,unch,0,51,unch,-0.82808,42.48%,Put,235,04/19/24,59.68%,89.79%,N/A,N/A,Put,2024-04-26 18:55:59 EDT-0400
$VIX|20241218|22.00P,$VIX,12/18/24,22.00,+46.37%,5.35,6.18,7.00,5.80,unch,unch,0,22,unch,-0.93452,39.27%,Put,235,04/18/24,59.68%,89.79%,N/A,N/A,Put,2024-04-26 18:55:59 EDT-0400
$VIX|20241218|23.00P,$VIX,12/18/24,23.00,+53.03%,6.40,7.13,7.85,6.40,unch,unch,0,25,unch,0.00000,0.00%,Put,235,04/19/24,59.68%,89.79%,N/A,N/A,Put,2024-04-26 18:55:59 EDT-0400
$VIX|20241218|24.00P,$VIX,12/18/24,24.00,+59.68%,6.95,7.82,8.70,7.70,unch,unch,0,1,unch,0.00000,0.00%,Put,235,04/24/24,59.68%,89.79%,N/A,N/A,Put,2024-04-26 18:55:59 EDT-0400
$VIX|20241218|25.00P,$VIX,12/18/24,25.00,+66.33%,7.75,8.65,9.55,8.10,unch,unch,0,59,unch,0.00000,0.00%,Put,235,04/19/24,59.68%,89.79%,N/A,N/A,Put,2024-04-26 18:55:59 EDT-0400
$VIX|20241218|26.00P,$VIX,12/18/24,26.00,+72.99%,8.60,9.50,10.40,0.00,unch,unch,0,0,unch,0.00000,0.00%,Put,235,N/A,59.68%,89.79%,N/A,N/A,Put,2024-04-26 18:55:59 EDT-0400
$VIX|20241218|27.00P,$VIX,12/18/24,27.00,+79.64%,9.40,10.35,11.30,0.00,unch,unch,0,0,unch,0.00000,0.00%,Put,235,N/A,59.68%,89.79%,N/A,N/A,Put,2024-04-26 18:55:59 EDT-0400
$VIX|20241218|28.00P,$VIX,12/18/24,28.00,+86.29%,10.25,11.23,12.20,10.55,unch,unch,0,17,unch,0.00000,0.00%,Put,235,04/18/24,59.68%,89.79%,N/A,N/A,Put,2024-04-26 18:55:59 EDT-0400
$VIX|20241218|29.00P,$VIX,12/18/24,29.00,+92.95%,11.15,12.13,13.10,0.00,unch,unch,0,0,unch,0.00000,0.00%,Put,235,N/A,59.68%,89.79%,N/A,N/A,Put,2024-04-26 18:55:59 EDT-0400
$VIX|20241218|30.00P,$VIX,12/18/24,30.00,+99.60%,12.00,13.00,14.00,12.97,unch,unch,0,227,unch,0.00000,0.00%,Put,235,04/23/24,59.68%,89.79%,N/A,N/A,Put,2024-04-26 18:55:59 EDT-0400
$VIX|20241218|31.00P,$VIX,12/18/24,31.00,+106.25%,12.85,13.88,14.90,0.00,unch,unch,0,0,unch,0.00000,0.00%,Put,235,N/A,59.68%,89.79%,N/A,N/A,Put,2024-04-26 18:55:59 EDT-0400
$VIX|20241218|32.00P,$VIX,12/18/24,32.00,+112.91%,0.00,0.00,0.00,0.00,unch,unch,0,0,unch,0.00000,0.00%,Put,235,N/A,59.68%,89.79%,N/A,N/A,Put,2024-04-26 18:55:59 EDT-0400
$VIX|20241218|33.00P,$VIX,12/18/24,33.00,+119.56%,0.00,0.00,0.00,0.00,unch,unch,0,0,unch,0.00000,0.00%,Put,235,N/A,59.68%,89.79%,N/A,N/A,Put,2024-04-26 18:55:59 EDT-0400
$VIX|20241218|34.00P,$VIX,12/18/24,34.00,+126.21%,0.00,0.00,0.00,0.00,unch,unch,0,0,unch,0.00000,0.00%,Put,235,N/A,59.68%,89.79%,N/A,N/A,Put,2024-04-26 18:55:59 EDT-0400
$VIX|20241218|35.00P,$VIX,12/18/24,35.00,+132.87%,0.00,0.00,0.00,0.00,unch,unch,0,0,unch,0.00000,0.00%,Put,235,N/A,59.68%,89.79%,N/A,N/A,Put,2024-04-26 18:55:59 EDT-0400
$VIX|20241218|36.00P,$VIX,12/18/24,36.00,+139.52%,0.00,0.00,0.00,0.00,unch,unch,0,0,unch,0.00000,0.00%,Put,235,N/A,59.68%,89.79%,N/A,N/A,Put,2024-04-26 18:55:59 EDT-0400
$VIX|20241218|37.00P,$VIX,12/18/24,37.00,+146.17%,0.00,0.00,0.00,0.00,unch,unch,0,0,unch,0.00000,0.00%,Put,235,N/A,59.68%,89.79%,N/A,N/A,Put,2024-04-26 18:55:59 EDT-0400
$VIX|20241218|38.00P,$VIX,12/18/24,38.00,+152.83%,0.00,0.00,0.00,0.00,unch,unch,0,0,unch,0.00000,0.00%,Put,235,N/A,59.68%,89.79%,N/A,N/A,Put,2024-04-26 18:55:59 EDT-0400
$VIX|20241218|39.00P,$VIX,12/18/24,39.00,+159.48%,0.00,0.00,0.00,0.00,unch,unch,0,0,unch,0.00000,0.00%,Put,235,N/A,59.68%,89.79%,N/A,N/A,Put,2024-04-26 18:55:59 EDT-0400
$VIX|20241218|40.00P,$VIX,12/18/24,40.00,+166.13%,0.00,0.00,0.00,21.55,unch,unch,0,20,unch,0.00000,0.00%,Put,235,03/28/24,59.68%,89.79%,N/A,N/A,Put,2024-04-26 18:55:59 EDT-0400
$VIX|20241218|42.50P,$VIX,12/18/24,42.50,+182.77%,0.00,0.00,0.00,0.00,unch,unch,0,0,unch,0.00000,0.00%,Put,235,N/A,59.68%,89.79%,N/A,N/A,Put,2024-04-26 18:55:59 EDT-0400
$VIX|20241218|45.00P,$VIX,12/18/24,45.00,+199.40%,0.00,0.00,0.00,26.00,unch,unch,0,2,unch,0.00000,0.00%,Put,235,04/10/24,59.68%,89.79%,N/A,N/A,Put,2024-04-26 18:55:59 EDT-0400
$VIX|20241218|47.50P,$VIX,12/18/24,47.50,+216.03%,0.00,0.00,0.00,0.00,unch,unch,0,0,unch,0.00000,0.00%,Put,235,N/A,59.68%,89.79%,N/A,N/A,Put,2024-04-26 18:55:59 EDT-0400
$VIX|20241218|50.00P,$VIX,12/18/24,50.00,+232.67%,0.00,0.00,0.00,0.00,unch,unch,0,0,unch,0.00000,0.00%,Put,235,N/A,59.68%,89.79%,N/A,N/A,Put,2024-04-26 18:55:59 EDT-0400
$VIX|20241218|55.00P,$VIX,12/18/24,55.00,+265.93%,0.00,0.00,0.00,0.00,unch,unch,0,0,unch,0.00000,0.00%,Put,235,N/A,59.68%,89.79%,N/A,N/A,Put,2024-04-26 18:55:59 EDT-0400
$VIX|20241218|60.00P,$VIX,12/18/24,60.00,+299.20%,0.00,0.00,0.00,0.00,unch,unch,0,0,unch,0.00000,0.00%,Put,235,N/A,59.68%,89.79%,N/A,N/A,Put,2024-04-26 18:55:59 EDT-0400
$VIX|20241218|65.00P,$VIX,12/18/24,65.00,+332.47%,0.00,0.00,0.00,48.05,unch,unch,0,60,unch,0.00000,0.00%,Put,235,03/28/24,59.68%,89.79%,N/A,N/A,Put,2024-04-26 18:55:59 EDT-0400
$VIX|20241218|70.00P,$VIX,12/18/24,70.00,+365.74%,0.00,0.00,0.00,48.90,unch,unch,0,11,unch,0.00000,0.00%,Put,235,04/10/24,59.68%,89.79%,N/A,N/A,Put,2024-04-26 18:55:59 EDT-0400
$VIX|20241218|75.00P,$VIX,12/18/24,75.00,+399.00%,0.00,0.00,0.00,57.55,unch,unch,0,110,unch,0.00000,0.00%,Put,235,03/28/24,59.68%,89.79%,N/A,N/A,Put,2024-04-26 18:55:59 EDT-0400
$VIX|20241218|80.00P,$VIX,12/18/24,80.00,+432.27%,0.00,0.00,0.00,62.25,unch,unch,0,50,unch,0.00000,0.00%,Put,235,03/28/24,59.68%,89.79%,N/A,N/A,Put,2024-04-26 18:55:59 EDT-0400
